code,name,latitude,longitude,count,hours
TNLE,Lebanon,36.1944,-86.3892,310,34.5
WASW,South End Whidbey,48.0365,-122.4802,310,79.5
TXLO,Lake O' the Pines,32.8001,-94.5947,308,18.3
TXAY,Armand Bayou,29.5498,-95.0489,307,174.8
MACA,Cape Ann,42.6112,-70.73,307,156.5
NYUD,Ulster-Dutchess,42.028,-73.9537,305,105.1
NYML,Mohonk Lake-Ashokan Reservoir,41.8516,-74.1292,305,110.8
CTNH,New Haven,41.3007,-72.9323,304,161
ORBR,Brownsville,44.3536,-122.9671,304,77.9
OHCL,Cleveland,41.5723,-81.5039,304,65.6
ONPR,Peach Tree,43.1462,-79.671,303,116.9
MDLR,Loch Raven,39.4856,-76.6335,302,84
FLLP,Lake Placid,27.2601,-81.3441,300,71
KSJC,Junction City,39.0006,-96.8813,298,13
COCR,Crook,40.8833,-102.7167,298,37.2
COCS,Colorado Springs,38.8022,-104.8167,298,212
CAWC,Willow Creek,40.95,-123.6667,298,19.9
VACJ,Cedars Preserve-Jonesville,36.6313,-83.177,298,79
VACJ,Cedars Preserve-Jonesville,36.6313,-83.177,298,79
LARB,Reserve-Bonnet Carre Spillway,30.0867,-90.4711,297,47.7
MSGR,Grenada,33.85,-89.717,293,39
COPE,Penrose,38.3907,-105.144,293,76.2
NJTU,Tuckerton,39.6,-74.35,291,51.3
ORSL,Silverton,44.966,-122.7065,291,54.5
SCCA,Charleston,32.9333,-79.7,290,82.8
KSBS,Bonner Springs - Lansing,39.1724,-94.9004,290,18.5
FLSR,Sarasota,27.2988,-82.4976,290,253.6
WAPG,Port Gamble,47.8333,-122.6,289,71
VAMA,Mathews,37.4399,-76.3143,285,101.7
CTHA,Hartford,41.766,-72.6727,283,224
CAYO,Yosemite N.P.,37.7166,-119.6662,283,46.5
OHWI,Wilmot,40.672,-81.641,282,224.8
CARE,Redding,40.6194,-122.4458,280,78
LASA,Sabine N.W.R.,29.8545,-93.3892,278,42.9
ARLD,Lake Dardanelle,35.3417,-93.3251,277,37.9
OHPR,Preble County,39.6849,-84.5725,277,14
MOJO,Joplin,37.0548,-94.4602,276,19
CACC,Contra Costa County,37.9538,-121.9923,275,128.3
PACL,Clarksville,39.9304,-80.0595,273,25.8
WAPB,Padilla Bay,48.4834,-122.5667,273,164
FLBA,Bradenton,27.501,-82.5631,270,37
MAWE,Westminster,42.5167,-71.9333,270,73.5
ORGP,Grants Pass,42.4186,-123.3669,267,57.5
MACB,Central Berkshire,42.4086,-73.2537,266,40
COMO,Montrose,38.5002,-107.8674,266,48.5
VANL,Northumberland-Lancaster,37.7638,-76.3781,265,83.6
TXWA,Waco,31.5194,-97.0451,264,53.3
NCFL,Falls Lake,35.9969,-78.6162,264,84.1
NVFA,Fallon,39.3965,-118.773,263,38.5
MAGO,Groton-Oxbow N.W.R.,42.5869,-71.6497,263,130
WAWK,Wahkiakum,46.1917,-123.4667,263,87.7
MSHA,Hattiesburg,31.2903,-89.3133,262,39.7
ONBV,Belleville,44.1627,-77.3832,261,63
MOHF,(Horton) Four Rivers,38.02,-94.357,260,48
NCFR,Franklin,35.1531,-83.4372,260,38.2
FLTA,Tampa,28.0107,-82.4595,260,125.5
ILMF,Middle Fork River Valley,40.247,-87.7009,260,49
NVMU,Muddy River,36.6792,-114.6242,258,39.3
WAWE,Wenatchee,47.4551,-120.323,258,50.5
WYGF,Guernsey-Fort Larramie,42.15,-104.39,257,9.5
MEHL,Hartland,44.884,-69.3977,257,46
CASB,Santa Barbara,34.4512,-119.7627,256,319.5
ALGU,Guntersville,34.3883,-86.2803,255,73.5
MEBK,Biddeford-Kennebunkport,43.4434,-70.4788,255,74.3
OKSL,Sooner Lake,36.4032,-97.0672,255,49.5
PABR,Bushy Run S.P.,40.4,-79.5,255,65
TXHA,Hagerman N.W.R.,33.7807,-96.7444,255,65
ORBE,Bend,44.0642,-121.3109,253,77
ORGR,Gresham,45.4669,-122.3977,253,160.8
ORGR,Gresham,45.4669,-122.3977,253,160.8
ORGR,Gresham,45.4669,-122.3977,253,160.8
ORGR,Gresham,45.4669,-122.3977,253,160.8
WATO,Toppenish N.W.R.,46.3609,-120.4179,252,56.8
OHBU,Burton,41.4744,-81.2034,252,94
TXLU,Lubbock County,33.5849,-101.7925,252,71
KYLH,"Lincolns Birthplace-Hodgenville, LaRue County",37.573,-85.74,252,38
GAMA,Macon,32.8321,-83.6663,252,52.5
KYNR,Nolin River,37.3896,-86.1137,250,13
UTOR,Ouray N.W.R.,40.1903,-109.5921,249,40
UTBL,Bear Lake,41.8667,-111.3333,248,24.8
GALO,Lake Oconee,33.612,-83.2823,246,49
ILMW,Morris-Wilmington,41.3034,-88.3016,244,27
WAPA,Port Angeles,48.0689,-123.4736,244,111.9
SCLP,Litchfield-Pawleys Island,33.4908,-79.0904,244,138.7
NMAL,Albuquerque,35.1833,-106.6167,243,149.6
MOMA,Maryville,40.3463,-94.9198,242,25.5
CALC,Lincoln,38.8704,-121.3919,240,106.8
TXHC,Houston (Central),29.731,-95.322,240,80.1
ONNA,Napanee,44.2222,-76.9103,240,45.5
TXPR,Paris,33.75,-95.5667,239,40.5
KSPA,Parsons,37.4784,-95.2604,239,48
CAVE,Ventura,34.3484,-119.1921,238,175.7
KSWA,Wakefield,39.2201,-96.9662,237,12
TNJA,Jackson,35.6119,-88.8205,237,32.8
ORYB,Yaquina Bay,44.5866,-124.0642,237,48.8
MAQU,Quincy,42.2167,-70.9333,234,92.5
KSHO,Holton,39.4634,-95.7318,233,59.5
KSHO,Holton,39.4634,-95.7318,233,59.5
CAKA,Kaweah,36.3667,-119.0667,232,47.9
KYFA,Falmouth,38.7474,-84.2447,231,16
IDIF,Idaho Falls,43.5172,-112.0596,229,51.8
ARHB,Holla Bend N.W.R.,35.166,-93.1382,228,76.3
OHTO,Toledo,41.65,-83.5333,228,72.3
TXWP,Westcave Preserve,30.3553,-98.0296,228,110.5
ILRL,Rend Lake,38.1324,-88.9677,227,50.5
GALS,Little St. Simons Island,31.2699,-81.2189,226,36.2
BCKE,Kelowna,49.8836,-119.4935,226,105.5
TNWH,White County,35.9082,-85.598,225,33.3
SCHH,Hilton Head Island,32.2,-80.75,223,256.3
GAHN,Harris Neck N.W.R.,31.6837,-81.294,223,71
ORRD,Redmond,44.2635,-121.1195,222,48
PABH,Bethlehem-Easton,40.6184,-75.3169,218,93
OHFC,Fayette County,39.6269,-83.3661,218,12
VAFI,Fincastle,37.5276,-79.8733,218,44
NCNB,New Bern,35.05,-77.0833,218,46.6
NCSB,Southport-Bald Head-Oak Islands,33.9388,-78.0265,218,97.3
ORFL,Florence,44.0334,-124.0667,217,101.2
PAEL,Elverson,40.1334,-75.7667,214,48
CARB,Red Bluff,40.2074,-122.2117,214,68.5
COSL,Sterling,40.6966,-103.2219,213,32.5
OHBL,Buckeye Lake,39.9333,-82.4833,213,19.8
NYSM,L.I.: Smithtown,40.9133,-73.1386,213,31
OHGR,Grand Rapids-Waterville,41.506,-83.807,211,90.7
WALY,Lyle,45.6833,-121.2333,211,76
NYOR,L.I.: Orient,41.0972,-72.3369,210,138.8
FLLA,Lakeland,28.0261,-81.8507,210,118.7
WVON,Ona,38.506,-82.1902,209,55.5
CTOL,Old Lyme-Saybrook,41.2924,-72.427,208,99
NCRM,Rocky Mount,35.9385,-77.8396,208,28.7
NHCN,Concord,43.2192,-71.5375,207,75.5
KYSO,Somerset,37.1025,-84.6038,207,31.5
MSTU,Tupelo,34.2276,-88.7012,207,19.9
MEBL,Bunker Hill,44.1605,-69.5073,206,9
MAWO,Worcester,42.3238,-71.7937,202,117.3
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,202,75.8
ARFS,Fort Smith-Moffett,35.3818,-94.3766,202,20
NEPP,Ponca State Park,42.5905,-96.8039,201,30.3
NCBL,Balsam,35.4532,-83.0366,201,44.5
MDCM,Catoctin Mountain,39.6195,-77.4095,200,61
FLAC,Apalachicola Bay-St. Vincent N.W.R.,29.6749,-85.0737,200,64.8
FLOR,Orange River,26.651,-81.7317,200,50.2
COGR,Greeley,40.3936,-104.6801,198,31.6
MEBF,North Penobscot Bay,44.5073,-68.9418,198,56.7
MODC,Dallas County,37.7167,-92.9833,198,9.5
NMSR,Santa Rosa,34.9521,-104.6703,198,25
ILHP,Hennepin,41.2552,-89.3389,196,36.6
INEH,Elkhart County,41.6527,-85.8344,196,118.3
PAWN,Western Chester County,39.9369,-75.902,196,107.8
QCMO,Montreal,45.4525,-73.6443,194,127.5
VTBE,Bennington,42.8892,-73.2155,193,53.3
ORLI,Lincoln City,44.9463,-124.0033,193,60.2
ONPO,Port Hope-Cobourg,43.997,-78.2551,193,110.7
CATT,Tall Trees,41.2094,-124.0093,193,66.3
MEPA,Greater Portland,43.5858,-70.2242,193,96
NCGV,Greenville,35.5885,-77.2387,192,36.6
INEC,Eagle Creek Valley,39.9269,-86.3383,192,89.2
TNRL,Reelfoot Lake,36.4167,-89.3833,192,65.5
PABV,Beaver,40.7318,-80.3554,190,30.9
NCJL,Jordan Lake,35.695,-79.0433,190,125.8
NCSP,Southern Pines,35.2167,-79.3167,187,58.7
TXAB,Abilene,32.3501,-99.7502,187,35.7
QCLO,Longueuil,45.6536,-73.4901,187,121.9
OHKP,Killdeer Plains Wildlife Area,40.6436,-83.3619,186,63
METR,Thomaston-Rockland,44.0815,-69.1684,186,65
IATC,Taylor County,40.6757,-94.4713,186,8
BCPQ,Parksville-Qualicum Beach,49.3458,-124.36,186,112.7
MEBB,Bangor-Bucksport,44.7005,-68.7861,185,80
KYOC,Otter Creek Park,37.9141,-86.0698,185,36.5
NCBC,Buncombe County,35.6,-82.4033,184,65.5
NCCC,Cumberland County,35.1005,-78.8479,181,48.2
NCUY,Upper Yadkin River Valley,36.0996,-81.2204,181,33.3
MNHE,Hastings-Etter,44.6667,-92.9,181,40.4
BCNB,Nanoose Bay,49.285,-124.1357,181,50.6
CACU,Cachuma,34.6501,-119.9516,181,120.7
VADA,Danville,36.5852,-79.4233,181,20.7
TNBS,Big Sandy,36.3405,-88.0821,178,39.5
MOCF,Confluence,38.8224,-90.2433,178,85
WIDU,Durand,44.6949,-91.9488,177,49.2
WYCA,Casper,42.7834,-106.4333,176,82
NHNH,Nashua-Hollis,42.8049,-71.5462,176,96.1
CAFR,Fall River Mills,41.0616,-121.4899,175,56.5
BCPI,Pender Islands,48.814,-123.1973,175,193.1
OKBB,Broken Bow Reservoir,34.0554,-94.7048,175,33.5
NCLJ,Camp Lejeune,34.6205,-77.3512,174,49.5
KYHO,Hopkinsville,36.8615,-87.473,173,24.9
WABR,Bridgeport,48.0184,-119.6898,173,61
WVMO,Morgantown,39.6438,-79.92,173,68
NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,172,78
MOCC,Clarence Cannon N.W.R.,39.1667,-90.7808,171,50
CASN,Sonora,37.969,-120.3353,171,73.1
ILCR,Calumet City-Sand Ridge,41.6155,-87.5395,171,82
KSWL,Waconda Lake,39.4654,-98.3591,170,37.2
COWF,Weldona-Fort Morgan,40.3422,-103.8568,170,33.9
CAID,Idyllwild,33.7112,-116.7691,170,52
ALTU,Tuscaloosa,33.239,-87.5766,170,22.5
VAGO,Gordonsville,38.1427,-78.1893,170,30.3
TXLR,Lake Ray Hubbard,32.9296,-96.5363,169,47.8
ONTB,Thunder Bay,48.4161,-89.284,168,104
WVPK,Parkersburg,39.2548,-81.5556,168,56.5
MAMV,Martha's Vineyard,41.3571,-70.5207,167,114.5
NJRA,Ramsey,41.0935,-74.2541,167,70.5
NMBL,Bluewater Lake,35.2579,-108.1027,166,48.3
PALZ,Lititz,40.2261,-76.3024,166,106.6
TXMC,Mckinney,33.1585,-96.6154,166,72
VTCS,Champlain Islands-St. Albans,44.817,-73.2492,165,79.2
NHKE,Keene,42.9303,-72.3123,165,91
IDLE,Lewiston-Clarkston,46.414,-116.952,165,73.7
CASO,San Bernardino Valley,34.0852,-117.301,164,71
NYCS,L.I.: Central Suffolk County,40.8333,-72.7838,164,98
WIMI,Milwaukee,43.1041,-87.9169,164,106.6
CASP,Springville,36.1338,-118.813,163,46.5
ILSH,Shelbyville Reservoir,39.42,-88.77,162,56.8
FLBR,Babcock Ranch Preserve,26.87,-81.72,161,19.3
MACM,Cobble Mountain,42.1,-72.8333,161,62.2
MDLK,Lower Kent County,39.1427,-76.1921,161,114
PALA,Lancaster,39.9921,-76.3614,161,88.8
ONLO,London,42.9536,-81.3109,160,143.2
OKBK,Black Kettle National Grassland,35.6612,-99.7534,159,9
ORWC,Wallowa County,45.3748,-117.2009,159,43.3
TXLC,Love Creek,29.803,-99.496,159,91.2
SCFH,Four Holes Swamp,33.2113,-80.421,159,82
SCLC,Long Cane,34,-82.3333,159,15.5
TNHI,Hiwassee,35.3655,-84.92,158,36
MOLI,Liberal,37.4762,-94.4733,158,47
NJNH,Northwestern Hunterdon County,40.6365,-74.9098,158,83
NYBR,L.I.: Brooklyn,40.616,-73.9448,157,152.1
TXWF,Wichita Falls,33.8877,-98.6298,157,26.5
FLJC,Jackson County,30.8916,-85.1612,155,68.6
ILFB,Fermilab-Batavia,41.8605,-88.2628,155,170
CAPS,Pasadena-San Gabriel Valley,34.1199,-118.0913,155,89
INWH,Whitewater S.P.,39.5909,-84.9936,154,34.5
INEV,Evansville,37.9776,-87.5752,153,53.1
ALDI,Dauphin Island,30.3385,-88.1284,153,81
MODT,Dent-Texas County,37.4611,-91.7827,153,56.2
TXLV,Lewisville,33.0301,-96.9929,153,50.1
ORCE,Columbia Estuary,46.2192,-123.9461,153,84.8
PAPV,Pennypack Valley,40.066,-75.0412,152,48
COBL,Barr Lake,39.9721,-104.6955,152,13.1
CORO,Rocky Ford,38.1326,-103.679,152,37
ILCS,Crane Lake-Sangamon,40.1233,-90.2323,151,41
IADM,Des Moines,41.6004,-93.7037,151,55.5
MANB,Northern Berkshire,42.6442,-73.1937,151,77
MASO,Southern Berkshire,42.1517,-73.3276,151,83
NCKL,Kerr Lake,36.5068,-78.3477,151,59.7
MSSP,Strawberry Plains,34.8137,-89.3546,151,48
NCRO,Rockingham County,36.4388,-79.9381,150,37.1
NCRK,Roanoke Rapids,36.4025,-77.5651,150,14
FLPR,Peace River,26.9243,-82.0474,150,102.7
FLGS,Green Swamp,28.2589,-81.9585,150,59.3
FLBO,Brooksville,28.548,-82.3245,150,57
ONKG,Kingston,44.206,-76.4611,150,93.3
TNSV,Shady Valley-Mountain City,36.5001,-81.85,150,31
NCGA,Gastonia,35.2609,-81.1334,149,62
TXSG,San Angelo,31.4439,-100.4823,148,46.5
MNSN,St. Paul (northeast suburban),45.1247,-92.8978,147,61.9
GACL,Carter's Lake,34.5801,-84.7917,147,87.3
GAGC,Glynn County,31.1128,-81.4261,146,70
SCCL,Clemson,34.6346,-82.8365,145,43.5
WIBU,Burlington,42.7111,-88.2038,145,49.5
SCRR,Rocky River,34.2603,-82.6112,143,11
ONPT,Peterborough,44.3208,-78.3332,143,150.5
ONWW,Wawa,47.97,-84.785,143,18.3
NJSU,Sussex County,41.1186,-74.6385,142,109.5
NMOV,Orilla Verde,36.3362,-105.6944,142,31.6
BCPM,Pitt Meadows,49.2839,-122.6729,141,249.4
CACW,Caswell-Westley,37.6061,-121.174,140,58.5
NMES,Espanola,35.9905,-106.073,140,23.1
NMLL,La Luz-Otero County,33,-105.96,139,37.3
NCOI,Ocracoke Island,35.15,-75.8833,139,63
CAMJ,Mojave River Valley,34.5071,-117.2689,139,41
MESW,Sweden,44.0725,-70.819,138,48.5
ORKF,Klamath Falls,42.1595,-121.7351,138,62.4
OHCY,Carey,40.9203,-83.347,138,26
TXTN,Trinity River,30.286,-94.98,137,51
CABI,Bishop,37.3611,-118.4776,137,92.8
ILIL,Illini S.P.,41.317,-88.6957,136,28.5
KYGL,Glasgow,36.9956,-85.9127,135,7.8
COLI,Lake Isabel,38.0132,-104.9235,135,25.3
NCYC,Yancey County-Burnsville,35.8782,-82.2879,135,46.5
NYWL,Wilson-Lake Plains,43.2333,-78.6667,135,62.3
NVRR,Red Rock Canyon,36.1111,-115.4493,134,34.4
NVMD,Minden,38.9542,-119.7647,134,254
MDEL,Elkton,39.5333,-75.9424,134,45
AZPO,Portal,31.9009,-109.1364,134,82.3
NENO,Norfolk,42.0326,-97.4265,133,37
NCAL,Alamance County,36.0693,-79.4003,133,79.3
NHSA,Sandwich,43.8074,-71.4397,132,90
KYWA,Warsaw,38.7839,-84.9023,132,21.7
LANA,Natchitoches,31.824,-93.0635,131,42.6
LANS,Northshore-Slidell,30.25,-89.7933,131,32.4
MSNA,Natchez,31.6167,-91.3792,131,40
BCCH,Chilliwack,49.1113,-121.9436,131,90.4
COPU,Pueblo,38.1713,-104.5208,131,39
CAET,Etna,41.4932,-122.9064,131,53.8
TXLP,Lost Pines,30.2209,-97.4397,131,72.7
OHMT,Mentor,41.7004,-81.2589,131,60.5
TXFW,Fort Worth,32.7661,-97.4715,130,125.9
ARBV,Bella Vista,36.4205,-94.2779,130,49.2
ILBN,Bloomington-Normal,40.5644,-88.9448,130,49.5
MNMK,Mankato,44.1678,-94.0032,130,43.8
NYST,Schenectady,42.7449,-73.9268,130,71.5
MIDR,Detroit River,42.3447,-83.1132,129,42
TNGS,Great Smoky Mountains N.P.,35.7146,-83.4863,129,53.6
SCYR,York-Rock Hill,34.9565,-81.106,127,16
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,127,78.3
TNRM,Roan Mountain,36.1063,-82.1108,126,16.5
PAHR,Harrisburg,40.234,-76.9349,126,106
NVEL,Elko,40.7426,-115.6987,125,69.6
ARNF,"North Fork,  Illinois Bayou",35.6171,-93.0167,125,42.7
CARM,Redlands (Mill Creek),34.1025,-116.9999,125,60
ILHL,Horseshoe Lake,37.2089,-89.3311,124,60
MAAN,Andover,42.635,-71.1419,124,68.2
TXBU,Bell County,30.9667,-97.45,124,57.5
TXKV,Kerrville,30.0646,-99.1757,124,46.4
WYSH,Sheridan,44.8086,-106.9758,124,52.3
ILBB,Bald Bluff,40.9593,-90.8349,123,35.5
COHO,Hotchkiss,38.7297,-107.714,123,48.5
ARBL,Big Lake N.W.R.,35.8874,-90.1227,123,20.7
KYGR,Green River Lake,37.2987,-85.3688,122,26
NYSA,Salem,43.1352,-73.4134,122,2.8
TXSB,San Bernard N.W.R.,28.8667,-95.5667,122,123.1
ONRF,Rideau Ferry,44.8475,-76.1407,122,76.7
TXEP,El Paso,31.7828,-106.4798,121,50.5
MSVI,Vicksburg,32.3108,-90.9068,121,42.5
ILCO,Crab Orchard N.W.R.,37.7196,-89.0212,121,46
ARAR,Arkadelphia,34.1333,-93.05,121,53.7
CAGR,Groveland,37.79,-120.207,121,45.8
ARWA,Wapanocca N.W.R.,35.35,-90.2333,120,27.5
KSEM,Emporia,38.4456,-96.0835,120,12.5
NSAM,Amherst,45.7333,-64.25,120,73.4
NYSY,Syracuse,43.1,-76.0833,118,67.7
PARD,Reading,40.3667,-75.8667,116,99.5
SCAI,Aiken,33.5636,-81.6179,116,38.5
UTSR,Silver Reef,37.2531,-113.3675,116,66.3
NMPC,Pecos,35.5747,-105.6755,116,29.1
NYHV,Pawling (Hidden Valley),41.5377,-73.577,116,133.7
MOPB,Poplar Bluff,36.7676,-90.4149,116,12.5
IDIM,Indian Mountain,47.3833,-116.0833,116,50.7
FLBT,Boca Raton,26.3532,-80.179,115,36
COSS,Steamboat Springs,40.4619,-106.8499,115,65.8
MTEN,Ennis,45.4,-111.65,115,51.3
NSWO,Wolfville,45.0853,-64.3863,115,107.2
UTHV,Heber Valley,40.5065,-111.4322,115,35.7
WIGB,Green Bay,44.4804,-88.0246,115,78.3
MAQB,Quabbin,42.3712,-72.2783,114,123.3
CACI,Santa Clarita,34.4499,-118.4982,114,129
INRI,Richmond,39.8289,-84.956,114,16.2
NCHL,Holly Shelter & Lea-Hutaff Island,34.3406,-77.7313,113,62
MTTF,Three Forks,45.8451,-111.5552,112,51.2
CTSM,Stratford-Milford,41.1742,-73.1099,112,115
TNCL,Clarksville,36.5,-87.3833,112,49.4
COCO,Cortez,37.4134,-108.6092,111,47.5
MOBS,Big Spring,36.9585,-91.007,111,13.2
MIPO,Pontiac,42.7899,-83.2459,110,111.5
NESC,Scottsbluff,41.8674,-103.6408,110,19.5
NYRC,Rockland County,41.148,-73.9895,110,101.4
BCAM,Abbotsford-Mission,49.1136,-122.3031,110,90.5
KSWR,Webster Reservoir,39.4231,-99.4064,110,23
COFO,Fountain Creek,38.6333,-104.65,109,56
NJWC,Warren County-Northampton County,40.78,-75.1001,109,120
LATX,Thibodaux,29.8167,-90.75,109,62.5
KYMC,Mammoth Cave N.P.,37.1864,-86.1101,108,8
OHAT,Athens,39.3,-82.15,108,46.7
CAEL,Eagle Lake,40.6299,-120.7518,108,63.9
WYLA,Lander,42.8168,-108.7168,107,40.7
ONKL,Kleinburg,43.8196,-79.7274,105,71.5
CARS,Rancho Santa Fe,33.0003,-117.1628,105,233
CALA,Los Angeles,34.0477,-118.3793,104,137
IDHO,Howe,43.8628,-113.0694,104,18.9
NYSS,Saratoga Spa S.P.,43.0744,-73.695,103,51
NYBU,Buffalo,43.0016,-78.9651,103,93
TNCA,"Cades Cove, Great Smoky Mountains N.P.",35.6,-83.8333,103,36.8
WACK,Columbia Hills-Klickitat Valley,45.7667,-120.7833,102,30
NECR,Crawford,42.6833,-103.4,102,12.5
MAGR,Greenfield,42.5879,-72.6002,101,63
MEYC,York County,43.1811,-70.6268,101,66
MINI,Niles,41.8274,-86.2832,101,50.8
ILTC,Thorn Creek-Park Forest,41.4563,-87.725,101,110.7
TXTY,Tyler,32.2777,-95.2991,101,90.2
TXSC,Spring Creek,30.1268,-95.4432,100,44.5
TXOC,Orange County,30.0741,-93.905,100,26.2
WYSB,Story-Big Horn,44.589,-106.9416,100,50.5
FLNP,North Pinellas,28.0672,-82.7388,100,17.5
MEAU,Augusta,44.3072,-69.7817,100,102.3
MNEX,Excelsior,44.8617,-93.5244,99,103.8
NCRV,Raven Rock S.P.,35.4095,-78.818,99,56.4
NCWC,Wayne County,35.3239,-77.9845,99,26.8
NBME,Memramcook-Hillsborough,45.9,-64.6126,99,54
NYCH,Conesus-Hemlock-Honeoye Lakes,42.7776,-77.6161,99,110
CTWR,Woodbury-Roxbury,41.5352,-73.2791,99,112
ARPB,Pine Bluff,34.2295,-92.0033,99,62.5
AZCV,Camp Verde,34.5873,-111.7545,99,64.7
INJT,Jamestown,39.927,-86.629,97,24.5
MEFA,Farmington,44.7031,-70.1631,97,35
QCPE,Perce,48.5256,-64.3345,97,30.5
NJSH,Sandy Hook,40.47,-74.0031,96,52
NMLC,Las Cruces,32.3,-106.7167,96,130.6
FLPE,Pensacola,30.4474,-87.1548,96,109.7
CACZ,Santa Cruz Island,34.0113,-119.758,95,58.7
NDBM,Bismarck-Mandan,46.8208,-100.7826,95,53.3
NJBO,Boonton,40.85,-74.3833,95,98.8
TNBR,Buffalo River,35.3001,-87.4573,95,45.3
TXFH,Fort Hood,31.213,-97.7435,95,51.2
UTCC,Cedar City,37.685,-113.111,95,58.4
ONUX,Uxbridge,44.1139,-79.1007,95,77
WACC,Cowlitz-Columbia,46.1092,-122.9787,94,48.8
KYKL,Kleber W.M.A.,38.4633,-84.7767,94,12
ILCV,Collinsville,38.7081,-89.9588,94,31
CODU,Durango,37.2001,-107.8119,93,59.7
ARJO,Jonesboro,35.9232,-90.702,93,24.5
BCKI,Kitimat,54.0592,-128.6777,93,28.3
MEBH,Blue Hill,44.4342,-68.5908,93,65.8
MOSL,Swan Lake N.W.R.,39.6742,-93.2241,93,49
NHLN,Laconia-New Hampton,43.5548,-71.5194,93,95
WYKA,Kane,44.8668,-108.2167,93,32.3
ORPV,Pine Valley,44.8494,-117.1447,92,40.7
PALV,Lehigh Valley,40.5479,-75.6059,92,108
NYSI,Staten Island,40.5833,-74.15,92,103
ILSP,Springfield,39.8,-89.65,92,72
KSLC,Linn County,38.2833,-94.75,91,26
ALCU,Cullman,34.1705,-86.8752,91,45
CORF,Roaring Fork River Valley,39.4579,-107.2624,91,34
MNBL,Bloomington,44.8151,-93.2212,91,156
WVEL,Elkins Area,38.8896,-79.8245,91,33
KSDC,Dodge City,37.7777,-100.01,90,31.5
IADL,Dallas County,41.661,-94.1073,89,27
ONOW,Oshawa,43.9085,-78.8141,89,113.2
WACO,Colville,48.5972,-117.9544,88,59.8
CAHL,Honey Lake,40.3434,-120.4229,88,39
MSBC,Brooklyn-Camp Shelby,31.072,-89.1892,88,35
MDPL,Point Lookout,38.1061,-76.4212,87,33.8
VTBU,Burlington,44.4769,-73.2213,87,126.5
VARC,Rockingham County,38.4318,-79.0394,86,57
UTBC,Bryce Canyon N.P.,37.5698,-112.1699,86,37.3
WINR,New Richmond,45.073,-92.563,86,19.1
COSD,Salida,38.5484,-106.0891,86,49.1
GASI,Sapelo Island,31.45,-81.2333,86,52.1
KYDS,Daviess County South,37.6938,-86.9958,86,35.8
INLM,Lake Monroe,39.0152,-86.3984,86,110.3
KYLB,Land Between the Lakes,36.9367,-88.1683,85,42.2
NCSL,Southern Lake Norman,35.4424,-80.8689,85,99.5
TXOR,Old River,29.8667,-94.7333,85,73
ONOH,Ottawa-Gatineau,45.4247,-75.699700000000007,85,391.7
ORPR,Prineville,44.3668,-120.75,85,64
PAIN,Indiana,40.615,-79.1408,84,109.4
NMLV,Las Vegas,35.595,-105.2152,84,29
MOGR,Grand River,40.0333,-93.9667,84,50
MILL,Lake Leelanau,44.918,-85.7448,84,55.7
MSWC,Washington County (south),33.097,-90.9857,83,30.7
TXLW,Lake Meredith (west),35.5168,-101.7833,83,13
ORUC,Union County,45.25,-117.8833,82,76.5
NCHC,Henderson County,35.343,-82.553,82,55.2
IDJS,Jim Sage Mountains,42.15,-113.4666,82,6.2
IANM,Northeast Madison County,41.3767,-93.9217,82,45
INKC,Knox County,38.6453,-87.4171,81,52
NCBR,Brevard,35.1832,-82.6722,81,55.4
OHHH,Hocking Hills,39.4993,-82.5665,81,75.6
NEHC,Harlan County,40.1111,-99.3205,80,57.2
MTYE,Yellowstone N.P.,45.0253,-110.7007,79,30.2
NMSE,Sevilleta N.W.R.,34.3167,-106.95,78,42.1
INSU,Sullivan County,39.1029,-87.4253,78,33
IAJA,Jamaica,41.789,-94.3375,78,23
OHPO,Portsmouth,38.7798,-83.1086,78,53.5
ONGU,Guelph,43.5239,-80.2163,78,143.8
ONCP,Carleton Place,45.1407,-76.1469,77,86.6
TXLG,Longview,32.3765,-94.7162,77,59.2
ARLO,Lonoke,34.749,-91.8957,76,46.6
BCPD,Peachland,49.7549,-119.7636,75,71.7
INTH,Terre Haute,39.4165,-87.407,75,87
MNAF,Afton,44.901,-92.7666,75,66.3
VAMW,Mount Rogers-White Top Mountain,36.6729,-81.6112,75,26
MASP,Springfield,42.1294,-72.5089,74,94
BCCO,Comox,49.6726,-124.9287,74,97
BCVE,Vernon,50.2686,-119.2769,73,171.6
MEFB,Freeport-Brunswick,43.8229,-70.0268,73,79.5
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,72,104.3
OHFI,Firelands,41.3348,-82.5577,72,50
WVHC,Hampshire County,39.3365,-78.5035,72,89.3
TNNL,Nickajack Lake,35.0664,-85.5113,71,46
IAWC,Walnut Creek N.W.R.,41.5392,-93.3056,71,31.3
NCDU,Durham,36.0868,-78.8907,71,103.8
IDBF,Bonners Ferry,48.6994,-116.3184,70,41
CAMU,Malibu,34.0822,-118.7045,70,110.8
WIMA,Madison,43.0747,-89.3843,70,349.1
WISV,Spring Valley,44.7867,-92.2672,69,26.1
TXRR,Round Rock,30.4804,-97.6739,69,616.1
TXRR,Round Rock,30.4804,-97.6739,69,616.1
